,브랜드명,중분류업종,창업비용(단위:천원),본사업력(년),본사부채비율(%),수익성,공정성,성장성,안정성
53,피자나라,피자,55450,23,22,5,3,4,2
54,본도시락,한식,64283,19,396,3,3,3,5
55,죽이야기,기타 외식,72950,19,204,3,3,4,4
56,피자헛,피자,212683,32,88,4,3,5,3
57,크라운호프보리장인,주점,64700,10,139,4,3,3,3
58,바다양푼이,기타 외식,3800,10,8,4,3,3,2
59,티바두마리치킨,치킨,34510,9,405,3,3,4,5
60,압구정봉구비어,주점,68100,10,54,3,3,2,3
61,맥시칸치킨,치킨,29300,34,11,4,3,3,2
62,나우커피,커피,46365,3,28,5,3,0,2
63,펀비어킹,주점,127460,15,34,4,3,3,2
64,썬더치킨,기타 외식,46200,15,25,2,3,2,2
65,부어치킨,치킨,37300,9,515,2,3,3,5
66,팔공티,음료 (커피 외),72950,5,251,4,3,4,4
67,원할머니,한식,115121,25,57,3,3,4,3
68,이차돌,기타 외식,146770,6,157,3,3,4,4
69,스무디킹(SMOOTHIEKING),음료 (커피 외),144650,8,221,1,3,2,4
70,봄봄테이크아웃(봄봄TAKE-OUT),커피,76500,4,179,5,3,4,4
71,카페베네,커피,175500,15,-233,2,3,3,1
72,놀부부대찌개,한식,103343,33,647,1,3,2,5
73,땅땅치킨,치킨,38900,16,251,2,3,2,4
74,홍루이젠,제과제빵,80350,6,127,2,3,1,3
75,더리터(THE,커피,74460,8,119,5,3,4,3
76,응급실국물떡볶이,분식,64975,7,36,5,3,4,2
77,청년피자,피자,50776,3,333,2,3,0,4
78,까투리,주점,26275,21,45,3,3,2,2
79,반올림피자샵,피자,36300,7,47,5,3,4,2
80,하삼동커피,커피,82200,3,66,5,3,0,3
81,신참떡볶이,분식,44550,8,54,5,3,4,3
82,치킨마루,치킨,0,16,93,3,3,3,3
83,삼겹본능,한식,33557,33,647,1,3,2,5
84,훌랄라,치킨,108150,17,162,1,3,5,4
85,셀렉토커피,커피,75000,18,167,3,3,3,4
86,투모아,기타 외식,39800,14,26,4,3,2,2
87,미스터피자,피자,166510,28,69,2,3,2,3
88,홍콩반점0410,중식,119302,29,78,4,3,4,3
89,신통치킨,치킨,39700,10,183,4,3,2,4
90,피자에땅,피자,108780,22,15,4,3,3,2
91,삼첩분식,분식,29620,7,141,5,3,4,4
92,두끼,분식,177680,8,60,5,3,3,3
93,배떡,분식,58750,6,93,5,3,5,3
94,드롭탑(DROPTOP),커피,113169,13,-235,4,3,2,1
95,에그드랍(EGG,기타 외식,97450,6,29,3,3,2,2
96,와플대학,기타 외식,66900,10,177,5,3,5,4
97,후라이드참잘하는집,치킨,35600,3,13,4,3,5,2
98,미소야,일식,87140,35,702,4,3,3,5
99,토프레소,커피,67516,11,537,2,3,3,5
100,토프레소,커피,67516,11,537,2,3,3,5
101,얌샘김밥,분식,63050,17,333,2,3,4,4
102,바른치킨,치킨,49400,8,115,4,3,4,3
103,돈치킨,치킨,63800,14,256,3,3,0,4
104,누구나홀딱반한닭,치킨,71369,12,114,4,3,4,3
105,족발야시장,기타 외식,99800,11,255,4,3,5,4
106,감성커피,커피,42400,10,98,2,3,4,3
107,깐부치킨,치킨,108000,15,184,3,3,2,4
108,압구정봉구비어,기타 외식,61160,10,10,3,3,1,2
109,생활맥주,주점,69100,7,19,4,3,3,2
110,파파존스피자,피자,193119,21,331,4,3,4,4
111,용우동,분식,101800,24,147,2,3,3,4
112,조마루감자탕,한식,154478,18,32,4,3,3,2
113,치킨매니아,치킨,95490,16,83,3,3,3,3
114,치킨더홈,치킨,32160,16,113,4,3,4,3
115,압구정봉구비어,주점,64900,13,106,4,3,1,3
116,커피마마,커피,56400,13,416,2,3,3,5
117,마왕족발,한식,46580,7,441,4,3,5,5
118,투존치킨,치킨,58290,8,406,3,3,2,5
119,북촌손만두,기타 외식,85410,11,116,3,3,2,3
120,공수간,분식,70119,33,647,1,3,2,5
121,더카페,커피,60900,4,217,1,3,3,4
122,바우네나주곰탕,한식,72630,5,10,5,3,2,2
123,놀부보쌈족발,한식,116292,33,647,1,3,2,5
124,채선당,한식,379280,18,56,2,3,2,3
125,신의주찹쌀순대,한식,96570,15,267,3,3,3,4
126,호치킨,치킨,60700,9,20,2,3,3,2
127,동아리꼬치구이,주점,30120,18,0,4,3,1,1
128,아마스빈,커피,66600,9,481,2,3,2,5
129,탕화쿵푸마라탕,중식,90000,4,25,5,3,5,2
130,보드람치킨,치킨,75900,22,32,5,3,4,2
131,차얌,음료 (커피 외),71380,7,646,2,3,4,5
132,하남돼지집,한식,133750,11,141,2,3,2,4
133,싸움의고수,기타 외식,79000,8,134,3,3,4,3
134,노량진의,기타 외국식,59250,18,19,3,3,2,2
135,알통떡강정,치킨,38600,10,144,4,3,3,4
136,걸작떡볶이치킨,분식,57880,8,318,4,3,4,4
137,연안식당,한식,127375,8,1472,1,3,2,5
138,치요남치킨,치킨,33000,5,162,4,3,4,4
139,꼬지사께,주점,55890,16,134,3,3,2,3
140,혼밥대왕,한식,77350,5,195,5,3,5,4
141,매머드익스프레스(Mammoth,커피,89974,11,524,4,3,4,5
142,불스떡볶이,분식,34100,7,44,5,3,4,2
143,바르다김선생,분식,148046,9,90,2,3,3,3
144,샤브향,기타 외식,253600,6,448,3,3,1,5
145,시즌2쪼끼쪼끼,주점,112777,16,93,1,3,1,3
146,본스치킨,치킨,90705,8,59,3,3,3,3
147,현대옥,한식,117005,14,352,5,3,3,5
148,오븐마루,치킨,51700,8,198,4,3,4,4
149,백채,한식,46860,9,286,3,3,4,4
150,백채,한식,46860,9,286,3,3,4,4
151,맛닭꼬,치킨,65850,10,15,4,3,3,2
152,준코노래타운,주점,247500,17,-403,1,3,2,1
153,충만치킨,치킨,87170,9,14,2,3,1,2
154,도야족발보쌈,한식,80300,11,3,5,3,2,2
155,오븐에,치킨,137200,14,377,4,3,2,5
156,킹콩부대찌개,한식,102300,13,241,3,3,4,4
157,못난이꽈배기,제과제빵,40490,8,40,4,3,3,2
158,뉴욕핫도그앤커피,패스트푸드,68780,7,-110,1,3,2,1
159,주식회사포차천국,주점,86260,10,18,5,3,3,2
160,한신포차,한식,156264,29,78,4,3,4,3
161,디디치킨(DD치킨),치킨,38550,9,134,2,3,2,3
162,테트리스찜닭,치킨,13100,3,-1620,2,3,0,1
163,설동궁찜닭,한식,57000,5,143,5,3,5,4
164,이비가짬뽕,중식,117550,12,75,3,3,4,3
165,목우촌참피자,피자,41930,17,88,2,3,3,3
166,짝태&노가리,주점,33700,8,11,3,3,2,2
167,흥부찜닭,한식,84753,33,647,1,3,2,5
168,역전우동0410,분식,88194,29,78,4,3,4,3
169,카페051(cafe051),커피,59100,2,-489,5,3,4,1
170,수내닭꼬치,기타 외식,50940,7,207,3,3,2,4
171,고기듬뿍,한식,46750,5,119,5,3,4,3
172,치교치밥&치킨,기타 외식,35633,6,979,1,3,5,5
173,벌크커피(BULK,커피,59900,7,135,5,3,4,3
174,만랩커피,커피,87900,8,279,4,3,4,4
175,대구반야월막창,기타 외식,56100,12,24,4,3,3,2
176,청담동말자싸롱,기타 외식,56400,10,116,2,3,2,3
177,오늘은카레,기타 외국식,583,4,145,5,3,0,4
178,뽕뜨락피자,피자,85900,14,77,2,3,2,3
179,명인만두,분식,127450,18,420,2,3,2,5
180,홍춘천,한식,117600,17,162,1,3,2,4
181,코리안바베큐,치킨,71000,21,1373,3,3,2,5
182,텐퍼센트스페셜티커피,커피,71850,10,136,4,3,5,3
183,더치앤빈,커피,62880,8,243,4,3,0,4
184,박가부대,한식,107993,25,57,3,3,4,3
185,와플칸,기타 외식,42050,3,153,3,3,0,4
186,신마포갈매기,한식,135350,8,1472,1,3,2,5
187,호세야오리바베큐,한식,74800,10,239,4,3,4,4
188,홍콩할매불닭발,한식,66800,5,19,5,3,5,2
189,대구반야월막창,기타 외식,56100,12,23,2,3,2,2
190,새마을식당,한식,81340,29,78,4,3,4,3
191,이춘봉인생치킨,치킨,48730,8,53,5,3,5,3
192,청자다방,커피,70010,5,-236,1,3,5,1
193,인생극장,한식,12000,14,235,3,3,4,4
194,황금코다리,한식,146900,7,680,1,3,3,5
195,난타5000피자,피자,65700,10,71,4,3,3,3
196,덮덮밥,한식,29620,7,141,5,3,4,4
197,캠토토스트,기타 외식,43017,13,341,2,3,3,4
198,포메인,기타 외식,185950,17,17,4,3,3,2
199,맛깔참죽,한식,63150,24,284,3,3,2,4
200,신포우리만두,분식,127168,29,114,3,3,3,3
201,최가네크레이지떡볶이,분식,29500,3,95,5,3,0,3
202,을찌로국물떡볶이,분식,37172,6,33484,3,3,4,5
203,달리는커피,커피,32560,3,-710,2,3,0,1
204,쿡1015,기타 외식,61180,8,42,4,3,3,2
205,한촌설렁탕,한식,149100,17,563,2,3,3,5
206,곱창고,기타 외식,51758,7,154,5,3,3,4
207,뚱스밥버거,분식,37620,8,-142,1,3,0,1
208,어사출또,기타 외식,148930,7,234,3,3,3,4
209,쿠우쿠우,일식,822000,11,2,3,3,1,2
210,고봉김밥,분식,64265,9,874,1,3,1,5
211,송사부수제쌀고로케,제과제빵,64050,5,186,5,3,2,4
212,곤지암할매소머리국밥,한식,49300,25,74,5,3,4,3
213,라화쿵부,중식,79250,8,102,4,3,1,3
214,피자파는집,피자,54450,5,162,4,3,4,4
215,둘둘치킨,치킨,65800,26,82,3,3,2,3
216,청춘감성쌀핫도그,기타 외식,34000,7,27,2,3,1,2
217,그라찌에,기타 외식,67700,20,127,2,3,1,3
218,웰덤치킨,패스트푸드,34550,16,328,2,3,2,4
219,라무진,기타 외식,83700,9,12,4,3,3,2
220,오마뎅,분식,79250,6,73,5,3,4,3
221,배달삼겹,한식,24500,5,176,4,3,4,4
222,3883,주점,73400,5,19,5,3,5,2
223,커피온리,커피,72070,7,633,1,3,1,5
224,담소,기타 외식,134600,10,21,4,3,3,2
225,만두여행,분식,62170,7,459,4,3,5,5
226,아비꼬,기타 외식,122900,13,701,2,3,2,5
227,커피니(COFFEENIE),커피,88000,14,-131,1,3,2,1
228,선비꼬마김밥,분식,55510,5,68,5,3,5,3
229,라라코스트(raracost),기타 외식,190100,5,112,4,3,3,3
230,토마토김밥,분식,61290,11,515,3,3,3,5
231,콩심,기타 외식,91550,8,209,3,3,1,4
232,다사랑,치킨,141700,17,7,4,3,3,2
233,마리웨일237,제과제빵,92450,15,2212,1,3,2,5
234,육쌈냉면,한식,167280,10,29,5,3,2,2
235,순수치킨,기타 외식,42700,8,-147,1,3,3,1
236,진이찬방,한식,62900,11,211,3,3,4,4
237,혜화동돈까스극장,기타 외식,41690,3,69,5,3,1,3
238,우리집다음에맛있는집양평해장국,기타 외식,9427,14,18,4,3,3,2
239,전골의법칙,한식,8500,9,121,4,3,4,3
240,빅스타피자(Bigstar,피자,64020,9,385,4,3,5,5
241,계동치킨,치킨,39600,19,355,3,3,3,5
242,배부장찌개,한식,60850,5,28,4,3,2,2
243,수유리우동집,분식,66000,8,75,2,3,3,3
244,김충기꽃삼겹,한식,16740,8,505,3,3,4,5
245,뉴욕버거,패스트푸드,102050,14,1175,3,3,3,5
246,막창도둑,기타 외식,67220,7,157,5,3,5,4
247,이백장돈가스,분식,55461,16,134,3,3,2,3
248,"오늘,와인한잔",주점,137270,6,92,5,3,3,3
249,배터지는생동까스,일식,46100,14,100,4,3,4,3
250,배터지는생동까스,일식,46100,14,100,4,3,4,3
251,미스터브리즈커피,기타 외식,51150,12,-179,1,3,1,1
252,조선화로집,한식,128500,23,-640,1,3,1,1
253,오가다,음료 (커피 외),142100,13,270,2,3,2,4
254,두뽂스,한식,42100,8,406,3,3,2,5
255,비씨팔백(BC800),커피,72650,12,204,3,3,4,4
256,서가앤쿡,서양식,204600,12,13,2,3,2,2
257,곱분이곱창,한식,58740,7,17,5,3,5,2
258,토마토도시락,기타 외식,61550,13,359,3,3,2,5
259,동명,일식,53615,5,41,5,3,2,2
260,네오피자,피자,32570,6,339,4,3,3,4
261,맛찬들왕소금구이,한식,182500,10,40,4,3,3,2
262,장충동왕족발보쌈,한식,49700,22,156,4,3,4,4
263,디에떼에스프레소,커피,118000,12,406,2,3,4,5
264,닥엔돈스,기타 외식,32350,6,263,5,3,5,4
265,쌀통닭,치킨,65000,9,547,4,3,3,5
266,핫썬치킨,치킨,71505,19,268,2,3,1,4
267,박군치킨,치킨,70200,9,186,3,3,3,4
268,웅이네,기타 외식,62150,6,184,5,3,4,4
269,올떡,분식,36899,7,3,2,3,1,2
270,불막열삼,한식,74150,6,298,4,3,5,4
271,버무리떡볶이,분식,56130,12,156,3,3,3,4
272,더착한커피,커피,81800,12,932,3,3,1,5
273,브롱스(BRONX),기타 외식,94700,9,-159,1,3,2,1
274,통뼈감자탕,한식,5300,22,213,2,3,3,4
275,카페디아떼,커피,44000,14,20262,3,3,3,5
276,맛으로여는세상벌집삼겹살,한식,95050,16,1461,3,3,1,5
277,인생닭강정,치킨,41590,3,3,2,3,0,2
278,육미명가옛날아우내순대&보쌈,기타 외식,17500,21,106,4,3,3,3
279,카페게이트,커피,64480,14,83,3,3,2,3
280,군자대한곱창,기타 외식,108900,4,98,5,3,5,3
281,THE진국,한식,103550,12,142,4,3,3,4
282,미쳐버린파닭,치킨,28100,8,113,4,3,3,3
283,땡큐맘치킨,치킨,58814,8,506,3,3,4,5
284,비턴,주점,90550,12,5,2,3,2,2
285,오븐에빠진닭,치킨,106590,22,15,4,3,3,2
286,만복국수집,주점,59300,14,76,4,3,4,3
287,등뼈가,한식,84000,5,125,5,3,3,3
288,이바돔감자탕,한식,244800,23,-640,1,3,1,1
289,보고싶다,기타 외식,129314,5,108,4,3,1,3
290,79대포,주점,69320,7,5,5,3,4,2
291,요녀석,서양식,33000,4,140,5,3,5,4
292,비스트로피자,패스트푸드,62070,4,126,5,3,5,3
293,아마스빈코리아,음료 (커피 외),66600,8,163,2,3,2,4
294,카페루앤비,커피,53490,9,414,3,3,3,5
295,스쿨푸드,분식,172300,16,414,2,3,3,5
296,스시노백쉐프(스시노BackChef),일식,508800,9,-405,1,3,0,1
297,하루엔소쿠,일식,107127,7,394,3,3,3,5
298,The,한식,37489,5,20,5,3,4,2
299,치킨의민족,치킨,50900,5,-153,1,3,2,1
300,유가네한우곰탕,한식,177700,6,93,4,3,2,3
301,소담촌,기타 외식,51560,9,413,3,3,2,5
302,짚신매운갈비찜,한식,79825,12,186,2,3,4,4
303,1943,기타 외식,234000,5,11,5,3,5,2
304,생활커피,커피,82344,10,179,4,3,3,4
305,할머니가래떡볶이,분식,42100,8,406,3,3,2,5
306,컬투치킨,치킨,43570,13,-758,2,3,2,1
307,김복남맥주,주점,50950,5,155,5,3,4,4
308,생생돈까스,분식,40950,20,53,3,3,3,3
309,뚱보집,기타 외식,72520,5,65,2,3,4,3
310,마시그래이,커피,62700,9,77,4,3,4,3
311,무지개맥주,주점,89650,8,74,4,3,4,3
312,우쿠야,기타 외식,95279,4,154,2,3,5,4
313,대동집,한식,102300,11,3,5,3,4,2
314,KMGM,주점,129500,4,433,4,3,5,5
315,신불떡볶이,분식,37200,3,63,5,3,0,3
316,로띠번,제과제빵,94920,11,195,3,3,2,4
317,굴세상,기타 외식,47630,9,21,3,3,3,2
318,북창동순두부,한식,117200,17,117,3,3,3,3
319,카페드림,커피,146900,13,162775,2,3,1,5
320,퀴즈노스서브,패스트푸드,153045,18,130,3,3,2,3
321,스트릿츄러스,제과제빵,80962,9,545,2,3,2,5
322,큰통치킨,치킨,25520,12,0,4,3,1,1
323,맛나감자탕,한식,159900,15,181,3,3,3,4
324,PC토랑,패스트푸드,13113,13,36,3,3,5,2
325,고피자(GOPIZZA),피자,95800,6,128,1,3,4,3
326,오봉도시락,한식,49500,17,1292,2,3,3,5
327,종로맥가,기타 외식,48090,8,39,3,3,2,2
328,일차돌,한식,71500,14,25,4,3,2,2
329,경아두마리치킨,치킨,28100,21,59,3,3,3,3
330,통큰갈비,기타 외식,103577,7,67,5,3,4,3
331,인쌩맥주(the,주점,117400,5,11,5,3,5,2
332,미소야,일식,110500,20,131,2,3,4,3
333,청담이상,주점,219450,11,41,2,3,1,2
334,곱창이야기,한식,99100,10,152,4,3,2,4
335,명가통닭,치킨,3300,3,28,5,3,0,2
336,무쏘,한식,89400,6,145,3,3,5,4
337,한스델리,기타 외식,93000,20,185,3,3,2,4
338,에그셀런트,패스트푸드,117950,8,39,5,3,5,2
339,정통집,한식,68449,5,97,4,3,4,3
340,니뽕내뽕,기타 외식,90580,11,72,3,3,2,3
341,밥통령,한식,8800,11,199,3,3,3,4
342,남다른감자탕(男다른감子탕),한식,173716,17,740,3,3,3,5
343,지정환피자,패스트푸드,62000,18,23,3,3,3,2
344,지호한방삼계탕,한식,112200,18,59,4,3,3,3
345,존가네,한식,29620,7,141,5,3,4,4
346,손큰할매순대국,한식,91300,9,191,2,3,1,4
347,옥탑방오봉자싸롱,주점,51997,9,3,2,3,1,2
348,임실N치즈피자,피자,102245,18,6953,3,3,1,5
349,남가네설악추어탕,기타 외식,122393,21,32,4,3,3,2
350,벌떡,분식,8690,4,64,5,3,5,3
351,보네스뻬,제과제빵,194800,6,87,2,3,5,3
352,남가네설악추어탕,기타 외식,122393,21,32,4,3,3,2
353,어벤더치커피,커피,89150,8,312,3,3,3,4
354,토스트굽는사람들,기타 외식,50515,9,119,4,3,1,3
355,일백집,주점,82000,9,180,4,3,5,4
356,무꼬뭐꼬떡볶이,분식,46300,10,109,5,3,5,3
357,미스터빠삭,기타 외식,78200,5,392,4,3,5,5
358,카페글렌,커피,84840,14,158,4,3,3,4
359,스위트초이스,제과제빵,38500,10,2375,2,3,5,5
360,빨봉분식,기타 외식,65640,10,351,2,3,2,5
361,노브랜드,패스트푸드,322470,28,209,2,3,3,4
362,롤링파스타,서양식,133904,29,78,4,3,4,3
363,빚은,기타 외식,177250,55,290,2,3,3,4
364,방일해장국,한식,88600,17,42,3,3,2,2
365,아주커,치킨,32300,25,13,4,3,3,2
366,지지고(GGGO),분식,36970,4,-220,1,3,4,1
367,짝태패밀리,주점,35000,9,127,4,3,1,3
368,부산빨간어묵포차,분식,24700,5,1795,4,3,4,5
369,장미맨숀,주점,96900,3,83,5,3,0,3
370,치킨678,치킨,117989,16,58,1,3,2,3
371,고집센그집갈비탕,한식,74140,4,-300,5,3,5,1
372,치교치킨,치킨,35633,6,979,1,3,3,5
373,33떡볶이,기타 외식,50990,3,5349,3,3,0,5
374,나드리김밥,기타 외식,68450,10,-250,1,3,2,1
375,전설의치킨,치킨,50950,5,56,4,3,3,3
376,행복한찜닭,한식,19910,5,90,5,3,5,3
377,"고기,원칙",한식,88770,7,87,1,3,2,3
378,스테프핫도그,패스트푸드,92917,24,21,2,3,2,2
379,양계장집아들,치킨,62530,7,-162,1,3,2,1
380,오땅비어,주점,49610,7,283,4,3,0,4
381,파파이스,패스트푸드,214820,30,-452,1,3,2,1
382,순남시래기,기타 외식,113300,8,6,2,3,3,2
383,한방전주콩나물국밥,한식,96500,11,200,3,3,4,4
384,베러댄와플,커피,56000,6,-777,3,3,2,1
385,샌드리아,기타 외식,120100,15,1277,2,3,3,5
386,참이맛감자탕,한식,118500,18,131,3,3,3,3
387,엘리팝,주점,74930,16,134,3,3,2,3
388,종로김밥,기타 외식,50000,17,402,3,3,2,5
389,8800켄터키치킨,치킨,32800,13,67,4,3,3,3
390,홍탕,중식,39600,11,198,4,3,5,4
391,배달삼겹직구삼,한식,36300,6,172,4,3,2,4
392,구삼짜글이,한식,28100,3,128,5,3,0,3
393,봉이치킨,치킨,25300,6,211,3,3,3,4
394,육수당,한식,105250,49,63,2,3,1,3
395,완산골명가,기타 외식,85200,11,61,2,3,1,3
396,브라운돈까스,기타 외식,79120,7,-249,1,3,3,1
397,엉터리생고기,기타 외식,199700,12,28,3,3,2,2
398,2도맥주,주점,66000,7,498,1,3,1,5
399,달빛경성술집,주점,39700,8,46,5,3,3,2
400,달빛경성술집,주점,39700,8,46,5,3,3,2
401,김영희강남동태찜,기타 외식,104000,19,53,2,3,3,3
402,범프리카인생치킨,치킨,47900,3,32,5,3,0,2
403,김밥나라,분식,42900,19,257,3,3,4,4
404,홍대쌀국수,기타 외국식,66900,7,45,5,3,2,2
405,경성주막1929,주점,98150,10,139,4,3,3,3
406,매머드커피(Mammoth,커피,85624,11,524,4,3,4,5
407,짬뽕지존,중식,151250,8,29,5,3,3,2
408,명동찌개마을,기타 외식,49500,11,2,3,3,1,2
409,배달짜글OH짜글,한식,39400,4,7,5,3,0,2
410,송주불냉면앤칼국수,한식,43350,6,41,5,3,4,2
411,홍대개미,기타 외식,156860,7,33,3,3,2,2
412,노군꼬치,기타 외식,67700,7,115,4,3,3,3
413,5.5닭갈비,한식,74700,16,32,2,3,3,2
414,Emoi(에머이),기타 외국식,150035,8,50,3,3,1,2
415,용구비어,주점,66990,9,13138,1,3,1,5
416,누리마을감자탕,한식,171300,12,65,3,3,2,3
417,알리바바(ALIBABA),커피,143700,7,-204,2,3,4,1
418,피굽남피자,피자,51480,5,74,5,3,2,3
419,자연정가,한식,124900,17,338,3,3,3,4
420,아임일리터,커피,79600,4,286,4,3,4,4
421,생선지존진땡이,한식,87480,15,171,4,3,3,4
422,강정구의,피자,102700,9,-529,1,3,4,1
423,바빈스,커피,69000,21,71,3,3,4,3
424,정선생,주점,102300,17,487,1,2,1,5
425,롤링핀,제과제빵,311950,10,141,2,3,2,4
426,버거앤프라이즈(Burger&Friez),기타 외식,83300,7,69,4,3,5,3
427,킹콩쥬스엔커피,음료 (커피 외),53920,7,-398,1,3,1,1
428,옥이네김치찌개와직화삼겹,한식,28740,4,-702,5,3,4,1
429,투사랑,주점,25450,17,0,4,3,2,2
430,반달커피,커피,63550,3,112,5,3,0,3
431,돈까스클럽,서양식,240950,14,47,2,3,2,2
432,WITCH,기타 외식,72400,8,-222,1,3,3,1
433,나뚜루(Natuur),아이스크림/빙수,124953,6,91,3,3,3,3
434,오븐에,한식,18720,10,76,5,3,5,3
435,gre,분식,30041,5,277,3,3,5,4
436,허갈닭강정,치킨,18200,5,1169,3,3,2,5
437,밥맛나는세상,분식,64620,32,212,3,3,3,4
438,만땅치킨,치킨,36650,4,184,3,3,1,4
439,피자빙고,피자,56370,18,546,4,3,4,5
440,오늘통닭,치킨,60200,14,139,3,3,2,3
441,김영희동태찜&코다리냉면,한식,104000,19,53,2,3,3,3
442,타이거슈가(TIGER,음료 (커피 외),97800,5,187,2,3,2,4
443,빨라쪼델프레도,아이스크림/빙수,113000,21,1992,1,3,2,5
444,킹스타피자,피자,54800,8,-111,1,3,3,1
445,천사곱창,한식,59100,7,123,5,3,4,3
446,몬떡,분식,59470,20,53,3,3,3,3
447,조선주막,주점,80650,10,433,2,3,1,5
448,가르텐호프앤레스트,주점,118755,4,-3629,2,3,5,1
449,국제통닭,치킨,43065,4,94,5,3,5,3
450,토시래,기타 외식,145000,13,25,2,3,1,2
451,국제통닭,치킨,43065,4,94,5,3,5,3
452,가르텐호프앤레스트,주점,118755,4,-3629,2,3,5,1
453,우메마루,분식,44900,16,237,3,3,2,4
454,김순덕원조부안집,한식,83100,4,166,5,3,5,4
455,오떡,분식,54404,7,175,3,3,2,4
456,백스비어,주점,81350,29,78,4,3,4,3
457,마시내탕수육짜장,중식,64250,11,756,3,3,3,5
458,못말리는파닭,치킨,45900,18,972,5,3,1,5
459,닭장수후라이드和,치킨,33420,4,390,1,3,5,5
460,징기스,기타 외식,101030,10,8,4,3,1,2
461,신나게쌈빠찹쌀강정,기타 외식,27400,3,117,5,3,5,3
462,오니기리와이규동,기타 외식,16080,13,76,2,3,2,3
463,목우촌웰빙마을,기타 외식,107570,17,86,3,3,4,3
464,수타피자,피자,37950,11,22,4,3,4,2
465,포베이(PhoBay),기타 외식,178000,21,226,2,3,2,4
466,종국이두마리치킨,치킨,17400,15,29,3,3,2,2
467,블럭제빵소,제과제빵,79142,6,87,3,3,3,3
468,김밥일번지,분식,96765,8,239,3,3,2,4
469,구구족,한식,57800,3,-466,1,3,0,1
470,야들리애치킨,치킨,60750,33,82,2,3,4,3
471,오사카부루스,주점,58190,7,54,5,3,4,3
472,세광양대창,기타 외식,201400,7,117,4,3,4,3
473,정성신더큰도시락,한식,54250,10,-174,1,3,1,1
474,국대떡볶이,분식,69820,6,-133,1,3,5,1
475,굿맘할매순대국&양선지해장국,한식,65210,7,229,3,3,2,4
476,우가양평해장국,한식,70960,17,268,2,3,4,4
477,명동칼국수샤브샤브,한식,115500,17,29,2,3,1,2
478,커피나무,커피,102000,9,-2194,1,3,2,1
479,싸다김밥,분식,102000,17,-1158,5,3,4,1
480,울엄마,한식,76500,8,205,3,3,3,4
481,한옥마을전주비빔밥,한식,113850,7,279,2,3,1,4
482,미카도스시,일식,131500,7,435,4,3,5,5
483,브이에프씨치킨파티(VFC치킨파티),치킨,13550,12,-332,4,3,1,1
484,호우양꼬치,기타 외국식,78900,9,-147,5,3,2,1
485,히노아지,일식,75600,21,84,4,3,3,3
486,개미집,한식,166000,9,-115,1,3,2,1
487,제육대가,기타 외식,26950,4,59,5,3,0,3
488,촌댁맥주,주점,66800,3,21,5,3,0,2
489,순곱이네,기타 외식,64480,7,88,3,3,4,3
490,잭아저씨족발&보쌈,한식,59357,5,38,4,3,3,2
491,비어캐빈,주점,105500,22,-120,5,2,2,1
492,핵밥,기타 외국식,80830,7,196,3,3,2,4
493,신룽푸마라탕,중식,68630,4,371,4,3,4,5
494,밀러타임(MILLER,주점,113773,20,6,1,3,2,2
495,비엔나커피하우스,커피,167600,10,344,2,3,2,5
496,참치라이더,기타 외식,56890,5,982,3,3,4,5
497,호미빙,아이스크림/빙수,102900,9,64,5,3,5,3
498,인기명,기타 외식,114650,8,26,3,3,3,2
499,정아니의불타는여고24시떡볶이,분식,55050,3,1881,2,3,3,5
500,쌀눈쌀,한식,19700,7,135,3,3,1,4
501,꿀스커피GGUL'S,커피,49200,5,546,4,3,3,5
502,정아니의불타는여고24시떡볶이,분식,55050,3,1881,2,3,3,5
503,쏭스클럽핫도그,기타 외식,49500,9,2730,2,3,2,5
504,다가치통닭,치킨,43950,4,489,2,3,5,5
505,바우네,한식,70980,11,134,3,3,2,3
506,오복미역,한식,172750,8,25,4,3,1,2
507,쪽갈비전문점,기타 외식,66050,11,135,2,3,3,3
508,수피자,피자,36300,7,60,3,3,4,3
509,밥도둑,한식,30050,5,195,5,3,5,4
510,황기순의칼국수&돈까스,분식,72050,11,273,2,3,2,4
511,예향정,한식,162000,5,54,2,3,4,3
512,엘가커피,커피,194400,9,664,3,3,5,5
513,옛날장터치킨,치킨,28390,11,1,3,3,2,2
514,한마음정육식당,한식,125730,7,158,4,3,4,4
515,이동규인왔따쪽갈비,한식,59100,4,152,5,3,5,4
516,피제이(PJ)피자,피자,59970,17,58,4,3,4,3
517,어처구니없는두릉도원북촌순두부,기타 외식,19520,12,233,4,3,4,4
518,바보스,치킨,70840,10,247,3,3,2,4
519,자갈치브라더스,주점,36300,4,512,5,3,5,5
520,국밥여행,한식,30150,5,-168,1,3,5,1
521,흑화당,음료 (커피 외),70540,4,-410,1,3,1,1
522,홍베이팡,제과제빵,43250,5,83,3,3,1,3
523,카페원플러스원,커피,90950,11,347,2,3,2,5
524,씨앤푸드스토리,분식,26200,12,228,2,3,1,4
525,커버스토리,기타 외식,42800,12,66,3,3,1,3
526,한가네숯불닭갈비,한식,8500,10,8,3,3,2,2
527,망원동티라미수,제과제빵,91330,6,531,4,3,5,5
528,로티맘,제과제빵,81780,15,843,2,3,2,5
529,추오정,기타 외식,217800,8,17,4,3,3,2
530,크랩비,한식,90000,10,7,3,3,5,2
531,터치카페,커피,71500,9,79,2,3,1,3
532,샤브마니아,한식,133900,8,209,5,3,4,4
533,달콤한닭강정,치킨,19160,13,-240,1,3,1,1
